# Keep these commented out to use the computed contact times of the computer.
# Add a GPS receiver to get < 1s accurate computed contact times.
# Event, Date, Time
# C1,  2024/04/08,17:21:27.500000
# C2,  2024/04/08,18:38:46.600000
# MAX, 2024/04/08,18:40:58.000000
# C3,  2024/04/08,18:43:09.400000
# C4,  2024/04/08,20:01:20.900000
#
# C1:C2  duration: 01:17:19.100
# C2:MAX duration: 00:02:11.400
# MAX:C3 duration: 00:02:11.400
# C3:4   duration: 01:18:11.500
#
# Action, Date/Ref, Offset sign, Time (offset), Camera, Exposure, Aperture, ISO, MLU, Quality, Size, Incremental, Comment
#------------------------------------------------------------------------------------------------------------------------
# C1 UNECLIPSED SUN - test exposures in the field
#------------------------------------------------------------------------------------------------------------------------
TAKEPIC,C1,-,00:20:00.000,C5d4,1/500 , 8.0, 100,0.0,RAW,None,N,fast burst
#
#
#
#------------------------------------------------------------------------------------------------------------------------
# C1 UNECLIPSED SUN - test exposures in the field
#------------------------------------------------------------------------------------------------------------------------
TAKEPIC,C1,-,00:19:00.000,C5d4,1/250 , 8.0, 100,0.0,RAW,None,N,fast burst
#
#
#
#------------------------------------------------------------------------------------------------------------------------
# C1 UNECLIPSED SUN - test exposures in the field
#------------------------------------------------------------------------------------------------------------------------
TAKEPIC,C1,-,00:18:00.000,C5d4,1/125 , 8.0, 100,0.0,RAW,None,N,fast burst
#
#
#
#------------------------------------------------------------------------------------------------------------------------
# C2 Diamond Ring 1
#------------------------------------------------------------------------------------------------------------------------
TAKEPIC,C2,-,00:00:23.500,C5d4,1/1000, 8.0, 100,0.0,RAW,None,N,Diamong ring Baily's beads Chromosphere etc. - USB
TAKEPIC,C2,-,00:00:22.499,C5d4,1/500 , 8.0, 100,0.0,RAW,None,N,Diamong ring Baily's beads Chromosphere etc. - USB
TAKEPIC,C2,-,00:00:21.497,C5d4,1/250 , 8.0, 100,0.0,RAW,None,N,Diamong ring Baily's beads Chromosphere etc. - USB
#
#
#
#------------------------------------------------------------------------------------------------------------------------
# C2 Diamond Ring 2
#------------------------------------------------------------------------------------------------------------------------
TAKEPIC,C2,-,00:00:20.000,C5d4,1/250 , 8.0, 100,0.0,RAW,None,N,Diamong ring Baily's beads Chromosphere etc. - USB
TAKEPIC,C2,-,00:00:18.996,C5d4,1/125 , 8.0, 100,0.0,RAW,None,N,Diamong ring Baily's beads Chromosphere etc. - USB
TAKEPIC,C2,-,00:00:17.988,C5d4,1/60  , 8.0, 100,0.0,RAW,None,N,Diamong ring Baily's beads Chromosphere etc. - USB
#
